palestine,City,Country,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Current Description
469,Bonavista,CA,48.6499,-53.1147,26.01,93,100,5.75,overcast clouds
470,Aldan,RU,58.6031,125.3894,-33.47,81,100,1.59,overcast clouds
471,Matamoros,MX,25.5333,-103.25,73.4,33,75,3.0,broken clouds
472,Chara,RU,56.9064,118.2631,-30.8,77,64,0.87,broken clouds
473,Ulladulla,AU,-35.35,150.4667,80.6,74,40,8.05,scattered clouds
474,Sydney,AU,-33.8679,151.2073,78.8,69,75,5.75,light rain
475,Kungurtug,RU,50.5994,97.5228,18.37,89,100,8.79,light snow
476,Olafsvik,IS,64.8945,-23.7142,29.35,97,100,18.41,light snow
477,Itarema,BR,-2.9248,-39.9167,79.09,83,79,11.81,broken clouds
478,Lompoc,US,34.6391,-120.4579,46.4,93,1,2.55,clear sky
479,Antalya,TR,36.7741,30.7178,46.0,56,0,8.05,clear sky
480,Edmond,US,35.6528,-97.4781,54.0,62,100,3.0,overcast clouds
481,Vao,NC,-22.6667,167.4833,76.35,74,41,20.15,scattered clouds
482,Eyl,SO,7.9803,49.8164,69.53,84,19,11.32,few clouds
483,Gweru,ZW,-19.45,29.8167,63.41,97,100,8.39,light rain
484,Arawa,PG,-6.2132,155.5367,88.2,62,62,10.04,light rain
485,Saint-Pierre,RE,-21.3393,55.4781,77.0,61,0,6.91,clear sky
486,Sant Feliu De Guixols,ES,41.7833,3.0333,51.01,93,20,2.3,mist
487,Fukue,JP,32.6881,128.8419,46.4,57,75,4.61,broken clouds
488,Khor,RU,47.8861,134.9464,-12.87,87,94,6.58,overcast clouds
489,Dzhebariki-Khaya,RU,62.2167,135.8,-44.01,75,74,1.61,broken clouds
490,Abha,SA,18.2164,42.5053,53.6,29,0,0.11,clear sky
491,Flin Flon,CA,54.7682,-101.865,12.69,96,100,6.24,light snow
492,Manhumirim,BR,-20.3578,-41.9581,67.21,88,43,3.89,scattered clouds
493,Gazimurskiy Zavod,RU,51.5461,118.3266,-18.11,81,0,1.68,clear sky
494,Tezu,IN,27.9167,96.1667,68.97,26,56,2.59,broken clouds
495,Itiuba,BR,-10.6917,-39.8536,70.5,85,100,5.01,overcast clouds
496,Grindavik,IS,63.8424,-22.4338,33.8,80,75,3.44,broken clouds
497,Gravelbourg,CA,49.8834,-106.5512,10.4,85,100,8.05,overcast clouds
498,Veraval,IN,20.9,70.3667,66.47,29,79,14.03,broken clouds
499,Khonsa,IN,27.0167,95.5667,58.95,75,4,3.27,clear sky
500,Kemin,KG,42.7846,75.6892,28.85,79,0,13.2,clear sky
501,Skjervoy,NO,70.0311,20.9714,18.23,89,4,15.7,clear sky
502,Lima,PE,-12.0432,-77.0282,75.99,78,0,11.5,clear sky
503,Florianopolis,BR,-27.6146,-48.5012,77.0,88,75,9.22,broken clouds
504,Tiznit,MA,29.5833,-9.5,58.1,51,0,0.45,clear sky
505,Ligayan,PH,4.6533,119.4706,81.0,80,100,15.48,overcast clouds
506,Rabo De Peixe,PT,37.8,-25.5833,59.0,94,20,10.36,few clouds
507,Wau,SS,7.7029,27.9953,71.78,19,60,7.65,broken clouds
508,Bud,US,39.447,-86.1758,27.0,79,55,6.22,broken clouds
509,Ust-Karsk,RU,52.7011,118.8077,-18.51,78,1,0.29,clear sky
510,Coquimbo,CL,-29.9533,-71.3436,62.6,88,75,1.14,broken clouds
511,Faratsiho,MG,-19.4,46.95,55.51,95,39,3.49,scattered clouds
512,Ziro,IN,27.6333,93.8333,47.07,67,31,1.48,scattered clouds
513,Jumla,NP,29.2747,82.1838,36.61,48,0,1.79,clear sky
514,Hohhot,CN,40.8106,111.6522,19.4,53,0,2.24,clear sky
515,Altar,MX,30.7,-111.8167,61.0,53,61,4.0,broken clouds
516,Dukat,RU,62.55,155.55,-28.59,82,100,5.1,overcast clouds
517,Chulman,RU,56.8479,124.9104,-34.13,79,100,1.7,overcast clouds
518,Ouesso,CG,1.6136,16.0517,72.9,89,99,2.8,overcast clouds
519,Lusaka,ZM,-15.4067,28.2871,62.73,92,100,0.85,overcast clouds
520,Stromness,GB,58.965,-3.296,37.4,75,26,12.66,scattered clouds
521,Araripe,BR,-7.2125,-40.0461,69.33,80,100,5.46,light rain
522,Kudahuvadhoo,MV,2.6708,72.8944,80.71,79,56,14.52,broken clouds
523,Indian Trail,US,35.0768,-80.6692,34.0,55,1,4.79,clear sky
524,Shiraz,IR,29.6036,52.5388,48.2,53,40,4.61,scattered clouds
525,Paamiut,GL,61.994,-49.6678,33.51,83,90,8.28,overcast clouds
526,Murgab,TM,37.4966,61.9714,44.6,53,90,9.22,overcast clouds
527,Sheridan,US,44.8333,-106.9173,36.0,69,75,3.44,broken clouds
528,Snyder,US,32.7179,-100.9176,53.6,66,1,11.5,clear sky
529,Clearlake,US,38.9582,-122.6264,45.0,89,94,1.01,overcast clouds
530,Sunbury,AU,-37.5833,144.7333,73.0,60,75,8.05,broken clouds
531,Belle Fourche,US,44.6714,-103.8522,45.0,36,1,8.05,clear sky
532,Coahuayana,MX,18.7333,-103.6833,73.27,75,100,1.52,overcast clouds
533,Le Vauclin,MQ,14.5452,-60.8388,77.0,78,75,6.91,broken clouds
534,Togur,RU,58.3631,82.8265,-32.55,83,0,6.24,clear sky
535,Turbat,PK,26.0023,63.044,54.86,41,0,1.16,clear sky
536,Farafangana,MG,-22.8167,47.8333,76.62,87,2,5.08,clear sky
537,Kochubey,RU,44.3861,46.5825,36.25,89,96,5.28,overcast clouds
538,Dunedin,NZ,-45.8742,170.5036,55.0,71,3,20.0,clear sky
539,Calhoun,US,42.2506,-85.0005,19.0,79,1,3.8,clear sky
540,Sibolga,ID,1.7427,98.7792,80.69,74,100,2.82,overcast clouds
541,Zhigansk,RU,66.7697,123.3711,-42.92,80,99,3.2,overcast clouds
542,Kudat,MY,6.8837,116.8477,80.6,83,40,6.91,scattered clouds
543,Canico,PT,32.6333,-16.85,59.0,82,20,5.75,few clouds
544,Kenai,US,60.5544,-151.2583,25.0,74,90,3.44,overcast clouds
545,Saint Anthony,US,45.0205,-93.218,25.0,58,75,8.05,broken clouds
546,Carira,BR,-10.3608,-37.7011,71.29,91,100,8.01,overcast clouds
547,Yasnyy,RU,51.0333,59.8742,16.05,97,100,9.98,overcast clouds
548,Nakhon Phanom,TH,17.3333,104.4167,77.0,64,0,6.91,haze
549,Aklavik,CA,68.2191,-135.0107,-27.4,68,94,2.3,overcast clouds
550,Maneadero,MX,31.7167,-116.5667,57.0,79,44,5.99,scattered clouds
551,Terney,RU,45.0503,136.6092,5.85,85,52,12.15,broken clouds
552,Manacapuru,BR,-3.2997,-60.6206,75.2,94,0,3.29,clear sky
553,Quatre Cocos,MU,-20.2078,57.7625,80.01,89,75,4.61,broken clouds
554,Kombissiri,BF,12.0656,-1.3375,71.6,23,0,5.75,clear sky
555,Phetchaburi,TH,12.9667,99.5833,78.01,84,99,6.22,overcast clouds
556,Consuegra,ES,39.4625,-3.608,53.01,92,67,7.0,broken clouds
557,Oksfjord,NO,70.2396,22.3479,19.4,67,90,6.91,overcast clouds
558,Lepley,RU,54.3092,42.8599,30.27,98,100,13.4,light snow
559,Okhotsk,RU,59.3833,143.3,-6.59,85,0,10.87,clear sky
560,Knysna,ZA,-34.0363,23.0471,57.2,88,0,5.75,clear sky
561,Sandy Bay,AU,-42.913,147.3532,72.0,64,75,10.36,broken clouds
562,Hambantota,LK,6.1241,81.1185,75.2,100,20,4.61,few clouds
563,Marawi,PH,7.9986,124.2928,80.01,81,67,3.0,broken clouds
564,Palmeiras De Goias,BR,-16.805,-49.9258,68.65,89,94,1.63,overcast clouds
565,Kamphaeng Phet,TH,16.25,99.5,80.56,45,78,11.01,broken clouds
566,Rapid Valley,US,44.0625,-103.1463,36.0,74,1,8.05,clear sky
567,San Vicente,AR,-26.6167,-54.1333,69.51,95,30,4.99,light rain
568,Tyukhtet,RU,56.5389,89.3011,-18.27,87,91,7.83,overcast clouds
569,Puerto Princesa,PH,9.7392,118.7353,86.0,62,20,23.02,few clouds
570,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.43,73,30,2.51,scattered clouds
571,Coihaique,CL,-45.5752,-72.0662,46.4,76,0,2.3,clear sky
572,Rorvik,NO,64.8621,11.2373,24.78,96,97,4.65,light snow
573,Kloulklubed,PW,7.0419,134.2556,84.2,65,75,10.36,broken clouds
574,Kinablangan,PH,7.6947,126.5503,79.43,83,91,10.69,overcast clouds
575,Magangue,CO,9.242,-74.7547,78.17,65,88,6.35,overcast clouds
576,Vilhena,BR,-12.7406,-60.1458,69.42,98,92,4.03,overcast clouds
577,Thessalon,CA,46.2501,-83.5666,14.0,85,1,4.63,clear sky
578,Jalu,LY,29.0331,21.5482,53.83,71,0,9.86,clear sky
579,Lasa,IT,46.6166,10.7002,32.0,93,90,3.44,light snow
580,Antanifotsy,MG,-19.65,47.3167,57.67,93,97,2.66,overcast clouds
581,Severo-Yeniseyskiy,RU,60.3725,93.0408,-41.76,82,91,3.91,overcast clouds
582,Khorixas,NA,-20.3667,14.9667,68.27,55,98,3.74,overcast clouds
583,Tarakan,ID,3.3,117.6333,82.4,78,75,8.05,broken clouds
584,Stellenbosch,ZA,-33.9346,18.8668,64.99,88,40,4.61,scattered clouds
585,Santa Rosa,PH,14.3122,121.1114,82.99,57,40,11.5,scattered clouds
586,Nhulunbuy,AU,-12.2333,136.7667,89.6,62,40,14.97,scattered clouds
587,Trelew,AR,-43.249,-65.3051,56.71,55,0,9.55,clear sky
588,Bikin,RU,46.8161,134.26,-5.28,83,0,1.7,clear sky
589,Ukiah,US,39.1502,-123.2078,48.2,76,75,0.89,broken clouds
590,Talara,PE,-4.5772,-81.2719,75.18,77,36,14.07,scattered clouds
591,Tocopilla,CL,-22.092,-70.1979,66.88,56,0,3.71,clear sky
592,Zabol,AF,32.25,67.25,33.37,67,7,0.98,clear sky
593,Batticaloa,LK,7.7102,81.6924,78.82,83,11,7.14,few clouds
594,Dunmore East,IE,52.1514,-6.9861,44.01,89,100,14.0,moderate rain
595,Shagonar,RU,51.5333,92.8,22.21,88,93,3.87,overcast clouds
596,Salisbury,GB,51.0693,-1.7957,45.0,100,75,6.91,moderate rain
597,Pembroke,CA,45.8168,-77.1162,3.2,66,1,5.75,clear sky
598,Grand-Santi,GF,4.25,-54.3833,72.03,97,86,2.68,overcast clouds
599,Maragogi,BR,-9.0122,-35.2225,77.34,83,100,10.13,overcast clouds
600,Nava,MX,28.4167,-100.7667,61.0,74,20,1.99,few clouds
601,Mayo,US,38.8876,-76.5119,30.99,47,90,11.5,overcast clouds
602,Robertsport,LR,6.7533,-11.3686,79.25,86,1,6.24,clear sky
603,Terrace,CA,54.5163,-128.6035,19.4,79,90,24.16,snow
604,Jacareacanga,BR,-6.2222,-57.7528,74.5,87,100,1.77,overcast clouds
605,Trairi,BR,-3.2778,-39.2689,79.11,82,95,10.0,overcast clouds
606,Tual,ID,-5.6667,132.75,83.35,77,92,16.82,overcast clouds
607,Saint-Ambroise,CA,48.5501,-71.3324,7.0,72,88,10.36,overcast clouds
608,Saint-Joseph,RE,-21.3667,55.6167,77.0,61,0,6.91,clear sky
609,Key Largo,US,25.0865,-80.4473,69.01,77,1,12.71,clear sky
610,Riyadh,SA,24.6877,46.7219,62.6,25,52,10.36,broken clouds
611,Nova Olimpia,BR,-14.7972,-57.2881,73.2,89,97,4.05,overcast clouds
612,Kizukuri,JP,40.8061,140.3861,28.0,86,90,21.85,snow
613,Visby,SE,57.6409,18.296,30.2,80,90,19.57,overcast clouds
614,Suba,PH,10.8438,121.0102,79.0,79,30,38.23,scattered clouds
615,Henties Bay,NA,-22.116,14.2845,66.99,81,30,5.61,scattered clouds
616,Wanning,CN,18.8003,110.3967,70.86,79,82,11.25,broken clouds
617,Iskateley,RU,67.6803,53.1512,-8.05,85,100,16.31,overcast clouds
618,Povenets,RU,62.8487,34.8262,21.36,97,100,8.81,overcast clouds
619,Poyarkovo,RU,49.6,128.6833,-20.04,85,40,5.84,scattered clouds
620,Bambanglipuro,ID,-7.95,110.2833,82.67,72,100,4.23,moderate rain
621,Hualmay,PE,-11.0964,-77.6139,70.77,78,80,7.67,broken clouds
622,Zelenoborskiy,RU,66.845,32.3622,10.99,95,100,9.22,light snow
623,Vatava,RO,46.9667,24.7667,34.0,93,75,3.44,light rain
624,Powassan,CA,46.0334,-79.3496,5.0,78,90,3.44,overcast clouds
625,Mangrol,IN,21.1167,70.1167,62.71,33,67,11.39,broken clouds
626,Muyezerskiy,RU,63.9333,31.65,15.91,97,100,8.5,light snow
627,Comodoro Rivadavia,AR,-45.8667,-67.5,53.6,76,0,1.86,clear sky
628,Staryy Nadym,RU,65.6118,72.6842,-42.52,80,16,3.6,few clouds
629,Ryotsu,JP,38.0833,138.4333,33.8,75,75,26.46,light snow
630,Saginaw,US,43.3334,-84.0333,15.8,73,1,4.61,clear sky
631,Rincon,US,32.296,-81.2354,41.0,65,20,3.44,few clouds
632,Kaoma,ZM,-14.7833,24.8,62.91,95,50,2.71,scattered clouds
633,Ntungamo,UG,-0.8833,29.65,64.53,62,2,2.53,clear sky
634,Avera,US,33.194,-82.5271,35.6,80,1,4.03,clear sky
635,Port Moresby,PG,-9.4431,147.1797,84.2,74,75,13.8,broken clouds
636,Morant Bay,JM,17.8815,-76.4093,78.8,69,40,5.75,scattered clouds
637,Alausi,EC,-2.2,-78.8333,51.91,93,100,0.16,light rain
638,Maine-Soroa,NE,13.2114,12.0241,62.91,27,0,11.68,clear sky
639,Beyneu,KZ,45.3167,55.2,31.87,97,52,5.12,broken clouds
640,Moissala,TD,8.3404,17.7663,71.53,25,4,3.98,clear sky
641,Chiang Klang,TH,19.2938,100.8617,71.6,73,0,2.3,clear sky
642,Imbituba,BR,-28.24,-48.6703,77.0,88,75,9.22,broken clouds
643,Loa Janan,ID,-0.583,117.095,86.86,60,90,4.16,overcast clouds
644,Northam,GB,51.0333,-4.2167,48.0,95,100,8.01,moderate rain
645,Vung Tau,VN,10.346,107.0843,76.77,65,100,3.04,overcast clouds
646,Uporovo,RU,56.3109,66.2693,11.61,94,68,8.52,broken clouds
647,Salmas,IR,38.1973,44.7653,35.6,75,20,6.91,few clouds
648,Ovsyanka,RU,55.9575,92.5519,-2.2,78,40,11.18,snow
649,Belaya Gora,RU,68.5333,146.4167,-28.05,85,100,3.71,overcast clouds
650,Marzuq,YE,14.4,46.4667,54.77,38,0,1.99,clear sky
651,Senneterre,CA,48.3835,-77.2328,3.2,78,90,8.05,light snow
652,Jardim,BR,-21.4803,-56.1381,73.65,88,100,6.24,overcast clouds
653,Najran,SA,17.4924,44.1277,59.0,25,0,5.75,clear sky
654,Chichihualco,MX,17.6833,-99.65,65.95,44,75,2.48,broken clouds
655,Olavarria,AR,-36.8927,-60.3225,71.01,56,76,3.0,light rain
656,Acajutla,SV,13.5928,-89.8275,80.02,49,74,10.76,broken clouds
657,Dimitrovgrad,RU,54.2139,49.6184,24.8,93,90,8.95,overcast clouds
658,Husavik,IS,66.0449,-17.3389,32.0,59,90,10.36,overcast clouds
659,Myitkyina,MM,25.3833,97.4,68.61,41,0,2.95,clear sky
660,Fairbanks,US,64.8378,-147.7164,1.0,77,1,3.06,clear sky
661,Suntar,RU,62.1444,117.6319,-42.63,77,100,2.64,overcast clouds
662,College,US,64.8569,-147.8028,1.0,77,40,3.36,scattered clouds
663,Trebinje,BA,42.7119,18.3442,48.2,71,20,11.5,few clouds
664,Tilichiki,RU,60.4667,166.1,-0.92,94,100,11.72,overcast clouds
665,Kavieng,PG,-2.5744,150.7967,84.31,76,100,14.52,overcast clouds
666,Umm Kaddadah,SD,13.6017,26.6876,59.72,31,0,18.57,clear sky
667,Imeni Poliny Osipenko,RU,52.4201,136.4853,-4.36,90,100,9.01,overcast clouds
668,Katherine,AU,-14.4667,132.2667,84.2,70,90,12.66,overcast clouds
669,Ipora,BR,-16.4419,-51.1178,69.84,89,88,1.25,overcast clouds
670,Chiplun,IN,17.5333,73.5167,75.61,40,63,1.61,broken clouds
671,Kralendijk,BQ,12.15,-68.2667,77.0,78,0,10.36,clear sky
672,Kaspiyskiy,RU,45.3929,47.3707,34.5,90,94,5.57,overcast clouds
673,Iquitos,PE,-3.7481,-73.2472,77.0,94,75,2.51,broken clouds
674,Haines Junction,CA,60.7522,-137.5108,-9.4,84,100,1.14,overcast clouds
675,Miandrivazo,MG,-19.5167,45.4667,78.44,79,49,2.21,scattered clouds
676,Boa Vista,BR,2.8197,-60.6733,82.4,61,0,12.66,clear sky
677,Brigantine,US,39.4101,-74.3646,23.0,45,1,13.8,clear sky
678,Loyga,RU,61.0784,44.6075,17.71,97,100,6.24,light snow
679,Kashmor,PK,28.4333,69.5833,53.78,33,0,7.34,clear sky
680,Perevolotskiy,RU,51.8763,54.1938,27.39,99,99,4.65,overcast clouds
681,Nioro,GM,13.35,-15.75,69.31,20,0,4.63,clear sky
682,Waw,SS,7.7029,27.9953,71.78,19,60,7.65,broken clouds
683,Cordoba,AR,-31.4135,-64.1811,72.0,100,75,6.91,broken clouds
684,Ciro Marina,IT,39.3732,17.126,33.8,93,90,13.8,fog
685,Mapiripan,CO,2.8892,-72.1256,74.93,73,98,4.27,overcast clouds
686,Waingapu,ID,-9.6567,120.2641,84.61,73,100,17.52,overcast clouds
687,Bom Jesus,BR,-9.0744,-44.3586,73.71,72,21,2.15,few clouds
688,Belaya Kholunitsa,RU,58.84,50.8528,24.33,98,100,8.1,snow
689,Manta,EC,-0.95,-80.7333,80.6,78,75,4.61,light rain
690,Yima,CN,34.7381,111.8839,45.54,47,91,12.37,overcast clouds
691,Houma,US,29.5958,-90.7195,51.01,81,1,4.61,clear sky
692,Gombong,ID,-7.6072,109.5142,83.19,71,100,4.68,moderate rain
693,Mago,RU,53.2514,140.1822,-0.17,90,100,5.08,overcast clouds
694,Tautira,PF,-17.7333,-149.15,84.2,65,75,11.5,broken clouds
695,Palora,EC,-1.7,-77.9333,66.78,94,32,2.46,moderate rain
696,Nuuk,GL,64.1835,-51.7216,24.8,86,0,9.22,clear sky
697,Usoke,TZ,-5.1667,32.35,63.43,97,93,4.34,overcast clouds
698,Puerto Escondido,MX,15.85,-97.0667,80.6,83,90,9.22,overcast clouds
699,Angoche,MZ,-16.2325,39.9086,78.01,86,98,2.62,light rain
700,Villefranche-De-Rouergue,FR,44.3333,2.0,51.01,93,90,6.91,overcast clouds
701,Yeppoon,AU,-23.1333,150.7333,84.2,58,90,11.5,overcast clouds
702,Buala,SB,-8.145,159.5921,85.05,75,100,12.64,moderate rain
703,Palestine,PS,31.9216,35.2033,48.2,87,40,13.8,scattered clouds
