City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
391,Mindelo,CV,2021-01-29 20:54:23,16.8901,-24.9804,73.4,68,20,14.97
392,Kieta,PG,2021-01-29 20:54:23,-6.2167,155.6333,82.45,79,43,10.63
393,Tabou,CI,2021-01-29 20:54:24,4.423,-7.3528,77.99,86,79,5.53
394,Aykhal,RU,2021-01-29 20:49:30,66.0,111.5,-34.44,81,85,7.02
395,Griffith,US,2021-01-29 20:50:01,41.5284,-87.4237,32.0,51,90,6.91
396,Havelock,US,2021-01-29 20:54:24,34.8791,-76.9013,39.2,41,1,11.5
397,Snyder,US,2021-01-29 20:52:27,32.7179,-100.9176,60.8,48,1,16.11
398,Ayan,RU,2021-01-29 20:54:25,56.45,138.1667,-9.08,86,100,1.88
399,Chabahar,IR,2021-01-29 20:54:25,25.2919,60.643,67.59,55,0,6.96
400,Ternate,ID,2021-01-29 20:54:25,0.8,127.4,79.16,82,76,6.82
401,Saint-Augustin,CA,2021-01-29 20:54:25,51.226,-58.6502,17.17,91,0,12.53
402,Imeni Stepana Razina,RU,2021-01-29 20:54:26,54.8932,44.2963,24.67,96,88,12.24
403,Ahipara,NZ,2021-01-29 20:54:26,-35.1667,173.1667,67.23,58,0,7.78
404,Mohacs,HU,2021-01-29 20:54:26,45.9931,18.6831,42.8,93,40,8.05
405,Puerto Madryn,AR,2021-01-29 20:54:26,-42.7692,-65.0385,63.64,48,6,19.6
406,Dovers,VC,2021-01-29 20:54:27,12.8833,-61.1833,80.6,69,40,9.22
407,Berbera,SO,2021-01-29 20:54:27,10.4396,45.0143,73.83,77,2,4.32
408,Talcahuano,CL,2021-01-29 20:54:27,-36.7167,-73.1167,59.0,100,90,10.36
409,Humaita,BR,2021-01-29 20:54:27,-7.5061,-63.0208,82.0,89,100,1.39
410,Porbandar,IN,2021-01-29 20:54:28,21.6422,69.6093,63.19,35,47,11.72
411,Yurginskoye,RU,2021-01-29 20:54:28,56.8189,67.3921,9.23,95,100,5.95
412,Manjo,CM,2021-01-29 20:54:28,4.8428,9.8217,73.54,81,78,1.34
413,Kavaratti,IN,2021-01-29 20:54:28,10.5669,72.642,80.31,72,11,8.97
414,Goderich,CA,2021-01-29 20:52:50,43.7501,-81.7165,23.0,74,100,18.41
415,Pacific Grove,US,2021-01-29 20:50:25,36.6177,-121.9166,55.4,62,40,4.61
416,Natal,BR,2021-01-29 20:51:31,-5.795,-35.2094,82.4,74,20,16.11
417,Daru,PG,2021-01-29 20:54:29,-9.0763,143.2092,77.18,87,100,12.5
418,Fraga,ES,2021-01-29 20:54:29,41.5229,0.3489,55.0,87,0,10.36
419,Pevek,RU,2021-01-29 20:54:29,69.7008,170.3133,-28.97,85,5,2.91
420,Te Anau,NZ,2021-01-29 20:54:30,-45.4167,167.7167,47.79,76,45,0.78
421,Tabuk,PH,2021-01-29 20:54:30,17.4189,121.4443,63.41,89,77,7.07
422,Byron Bay,AU,2021-01-29 20:54:30,-28.65,153.6167,69.8,94,40,2.66
423,Liverpool,GB,2021-01-29 20:53:43,53.4106,-2.9779,42.8,93,75,6.91
424,Avigliana,IT,2021-01-29 20:54:30,45.0771,7.3986,50.0,57,75,9.22
425,Jati,PK,2021-01-29 20:54:30,24.3539,68.2671,56.61,49,0,6.67
426,Caxito,AO,2021-01-29 20:54:31,-8.5785,13.6643,80.6,78,20,8.05
427,Dong Hoi,VN,2021-01-29 20:54:31,17.4833,106.6,66.29,89,66,2.68
428,Abaete,BR,2021-01-29 20:51:24,-19.16,-45.4458,79.14,59,100,3.24
429,Cooma,AU,2021-01-29 20:54:31,-36.2333,149.1333,59.0,94,75,8.05
430,Paka,MY,2021-01-29 20:54:31,4.6374,103.4368,78.8,83,100,6.91
431,Tumsar,IN,2021-01-29 20:54:32,21.3833,79.7333,60.12,30,0,8.63
432,Sena Madureira,BR,2021-01-29 20:54:32,-9.0656,-68.6569,84.43,64,65,5.41
433,Lisakovsk,KZ,2021-01-29 20:54:32,52.5369,62.4936,16.59,95,100,9.75
434,Matagami,CA,2021-01-29 20:54:32,49.7502,-77.6328,1.4,85,90,11.5
435,Ferry Pass,US,2021-01-29 20:51:03,30.5102,-87.2125,62.01,33,1,8.05
436,Ornes,NO,2021-01-29 20:54:33,66.8689,13.7078,19.4,53,0,21.85
437,Berlevag,NO,2021-01-29 20:54:33,70.8578,29.0864,21.2,79,75,8.05
438,Ibaiti,BR,2021-01-29 20:54:33,-23.8486,-50.1878,73.0,99,100,5.99
439,Itaueira,BR,2021-01-29 20:54:33,-7.6033,-43.0256,82.24,64,100,4.07
440,Naron,ES,2021-01-29 20:54:33,43.5167,-8.1528,57.99,100,75,12.66
441,Hauterive,FR,2021-01-29 20:54:34,46.0901,3.4459,50.0,62,0,13.8
442,Sambava,MG,2021-01-29 20:54:34,-14.2667,50.1667,76.98,87,100,4.23
443,Turka,UA,2021-01-29 20:54:34,49.1541,23.0297,28.99,80,100,5.17
444,Marsaxlokk,MT,2021-01-29 20:54:34,35.8419,14.5431,60.8,77,0,14.97
445,San Rafael,AR,2021-01-29 20:54:35,-34.6177,-68.3301,84.43,22,92,7.02
446,Sakti,IN,2021-01-29 20:54:35,22.0333,82.9667,59.67,44,0,6.85
447,Gamba,GA,2021-01-29 20:54:11,-2.65,10.0,78.55,88,100,5.84
448,Mount Isa,AU,2021-01-29 20:54:35,-20.7333,139.5,80.6,61,40,3.44
449,Hiroshima,JP,2021-01-29 20:53:40,34.3963,132.4594,32.0,64,20,9.22
450,Nelson Bay,AU,2021-01-29 20:54:36,-32.7167,152.15,73.0,94,99,8.05
451,Bambous Virieux,MU,2021-01-29 20:54:36,-20.3428,57.7575,80.6,78,75,11.5
452,Dzerzhinskoye,RU,2021-01-29 20:54:36,56.8344,95.2283,-16.98,88,100,2.86
453,Bathsheba,BB,2021-01-29 20:54:36,13.2167,-59.5167,82.4,65,20,16.11
454,Asau,RO,2021-01-29 20:54:36,46.4333,26.4,37.0,56,96,5.1
455,Hasaki,JP,2021-01-29 20:54:37,35.7333,140.8333,33.8,51,20,9.22
456,Yelatma,RU,2021-01-29 20:54:37,54.9675,41.7508,26.74,98,98,14.03
457,Okhotsk,RU,2021-01-29 20:54:37,59.3833,143.3,-13.52,84,0,5.88
458,Omboue,GA,2021-01-29 20:54:37,-1.5746,9.2618,78.55,87,100,5.88
459,Boda,CF,2021-01-29 20:54:37,4.3189,17.4695,79.47,51,98,1.83
460,Devils Lake,US,2021-01-29 20:54:38,48.1128,-98.8651,19.99,93,90,16.11
461,Harnosand,SE,2021-01-29 20:54:38,62.6323,17.9379,10.0,85,90,4.61
462,Port Pirie,AU,2021-01-29 20:54:38,-33.1833,138.0167,66.2,72,90,12.66
463,Kang,BW,2021-01-29 20:54:38,-23.6752,22.7876,71.44,69,100,6.29
464,Carballo,ES,2021-01-29 20:54:38,43.213,-8.691,55.99,100,75,12.66
465,Itarantim,BR,2021-01-29 20:54:39,-15.6597,-40.0656,77.65,69,89,7.58
466,Orange,US,2021-01-29 20:52:45,33.7,-117.7675,55.99,76,75,4.61
467,Vynohradove,UA,2021-01-29 20:54:39,46.3696,32.9398,35.6,93,75,8.95
468,Sivas,TR,2021-01-29 20:54:31,39.7916,37.0019,10.4,85,0,4.61
469,Ancud,CL,2021-01-29 20:54:40,-41.8697,-73.8203,62.6,51,0,10.36
470,Jingdezhen,CN,2021-01-29 20:54:40,29.2947,117.2079,40.39,71,55,2.84
471,Hays,US,2021-01-29 20:54:41,30.0502,-98.0336,66.99,60,48,5.99
472,Kardla,EE,2021-01-29 20:54:41,58.9978,22.7492,27.0,91,100,11.01
473,Salina Cruz,MX,2021-01-29 20:51:15,16.1667,-95.2,84.9,47,24,27.56
474,Sobolevo,RU,2021-01-29 20:54:41,54.4299,31.8996,24.04,98,100,12.44
475,Rabo De Peixe,PT,2021-01-29 20:54:41,37.8,-25.5833,59.0,88,20,6.91
476,Namatanai,PG,2021-01-29 20:54:42,-3.6667,152.4333,82.09,81,89,11.54
477,Dombarovskiy,RU,2021-01-29 20:54:42,50.7587,59.5386,17.98,96,100,14.29
478,Paamiut,GL,2021-01-29 20:54:42,61.994,-49.6678,33.69,82,74,8.77
479,Kalian,PH,2021-01-29 20:54:42,6.1231,125.7003,78.67,78,76,11.63
480,Gasa,PS,2021-01-29 20:54:42,31.5,34.4667,55.99,100,48,14.74
481,Tarakan,ID,2021-01-29 20:54:43,3.3,117.6333,77.0,94,40,3.44
482,Bonthe,SL,2021-01-29 20:54:43,7.5264,-12.505,78.89,83,0,7.14
483,Ierapetra,GR,2021-01-29 20:54:43,35.01,25.7353,57.99,75,100,14.97
484,Fort Myers Beach,US,2021-01-29 20:54:43,26.452,-81.9481,73.0,40,1,4.61
485,Luderitz,NA,2021-01-29 20:54:43,-26.6481,15.1594,72.07,39,0,25.48
486,Dawlatabad,AF,2021-01-29 20:54:44,36.4141,64.9053,44.83,53,0,2.68
487,Coahuayana,MX,2021-01-29 20:54:44,18.7333,-103.6833,87.8,40,40,6.8
488,Abu Dhabi,AE,2021-01-29 20:50:49,24.4667,54.3667,69.8,56,0,8.05
489,Baiao,BR,2021-01-29 20:54:44,-2.7906,-49.6717,81.14,77,99,0.67
490,Tiarei,PF,2021-01-29 20:54:44,-17.5333,-149.3333,86.0,66,40,14.97
491,Namuac,PH,2021-01-29 20:54:45,18.6109,121.1657,68.54,83,100,18.19
492,Agirish,RU,2021-01-29 20:50:04,61.9247,63.0231,-18.2,87,100,6.51
493,Bumbuna,SL,2021-01-29 20:54:45,9.05,-11.7333,79.92,46,0,2.28
494,Champerico,GT,2021-01-29 20:54:45,14.3,-91.9167,91.4,52,40,9.22
495,Dauriya,RU,2021-01-29 20:54:45,49.9333,116.8667,-30.84,82,11,2.24
496,Svetlogorsk,BY,2021-01-29 20:50:02,52.6333,29.7333,19.92,97,95,10.87
497,North Platte,US,2021-01-29 20:53:44,41.1239,-100.7654,33.01,69,1,3.91
498,Palmer,US,2021-01-29 20:50:02,42.1584,-72.3287,17.01,45,20,25.32
499,Novopavlovka,RU,2021-01-29 20:54:46,51.2172,109.2091,-8.43,88,100,1.7
500,Rajampet,IN,2021-01-29 20:54:46,14.1833,79.1667,66.69,88,0,2.3
501,Danane,CI,2021-01-29 20:54:46,7.2596,-8.155,77.76,57,43,1.77
502,Imeni Poliny Osipenko,RU,2021-01-29 20:54:47,52.4201,136.4853,-7.13,91,100,11.5
503,Stornoway,GB,2021-01-29 20:50:28,58.2093,-6.3865,37.4,81,40,9.22
504,Jumla,NP,2021-01-29 20:54:47,29.2747,82.1838,26.85,71,0,3.38
505,Yaan,NG,2021-01-29 20:54:47,7.3833,8.5667,80.98,15,0,3.02
506,Dunedin,NZ,2021-01-29 20:54:47,-45.8742,170.5036,54.0,67,57,8.99
507,Varadero,CU,2021-01-29 20:54:47,23.1536,-81.2514,73.4,64,40,14.97
508,Progreso,MX,2021-01-29 20:54:48,21.2833,-89.6667,81.0,47,75,4.61
509,Belyy Yar,RU,2021-01-29 20:54:48,53.6039,91.3903,26.6,63,0,6.71
510,Fairbanks,US,2021-01-29 20:52:19,64.8378,-147.7164,3.99,77,40,3.44
511,Krasnovishersk,RU,2021-01-29 20:54:48,60.4078,57.082,12.7,93,100,6.93
512,Tazovskiy,RU,2021-01-29 20:54:49,67.4667,78.7,-37.5,79,0,6.4
513,Alyangula,AU,2021-01-29 20:54:49,-13.8483,136.4192,78.8,100,100,2.3
514,Hirna,ET,2021-01-29 20:54:49,9.2167,41.1,59.0,47,0,1.12
515,Shingu,JP,2021-01-29 20:54:49,33.7333,135.9833,34.75,82,0,7.47
516,Drochia,MD,2021-01-29 20:54:49,48.035,27.8161,29.93,92,88,4.61
517,Annau,TM,2021-01-29 20:54:49,37.8876,58.516,51.8,50,75,6.91
518,Anori,BR,2021-01-29 20:54:50,-3.7728,-61.6442,80.67,88,100,2.01
519,Great Yarmouth,GB,2021-01-29 20:54:50,52.6083,1.7305,45.0,93,90,1.14
520,Cordoba,AR,2021-01-29 20:54:50,-31.4135,-64.1811,84.99,65,75,8.05
521,Ishigaki,JP,2021-01-29 20:54:51,24.3448,124.1572,61.34,63,96,16.4
522,Waingapu,ID,2021-01-29 20:54:51,-9.6567,120.2641,78.28,81,80,11.88
523,Naryan-Mar,RU,2021-01-29 20:50:04,67.6713,53.087,-12.68,84,100,14.14
524,Natalinsk,RU,2021-01-29 20:54:51,56.4739,57.8698,21.52,90,100,5.21
525,Yatou,CN,2021-01-29 20:54:51,37.15,122.3833,32.59,90,0,8.55
526,Zonguldak,TR,2021-01-29 20:54:51,41.25,31.8333,32.61,86,87,6.51
527,Kloulklubed,PW,2021-01-29 20:54:52,7.0419,134.2556,78.8,100,75,6.91
528,Hibbing,US,2021-01-29 20:50:14,47.4272,-92.9377,24.8,63,1,12.66
529,Russell,US,2021-01-29 20:54:52,32.3502,-85.1999,59.0,26,1,3.44
530,Grand Forks,US,2021-01-29 20:53:01,47.9417,-97.4337,23.0,93,90,11.5
531,Uige,AO,2021-01-29 20:54:52,-7.6087,15.0613,67.32,95,97,1.28
532,Vestmannaeyjar,IS,2021-01-29 20:54:52,63.4427,-20.2734,36.43,80,96,8.77
533,Madang,PG,2021-01-29 20:54:53,-5.2246,145.7966,77.11,90,98,6.13
534,Marathon,US,2021-01-29 20:54:53,44.9,-89.7668,25.0,39,20,8.05
535,Waddan,LY,2021-01-29 20:54:53,29.1614,16.139,57.85,46,0,4.0
536,Guane,CU,2021-01-29 20:54:53,22.2025,-84.0875,76.75,53,22,8.93
537,Taoudenni,ML,2021-01-29 20:54:53,22.6783,-3.9836,72.93,20,0,12.39
538,Davila,PH,2021-01-29 20:50:27,18.4726,120.5763,71.02,77,5,27.6
539,Lake Jackson,US,2021-01-29 20:54:54,29.0339,-95.4344,64.99,67,1,10.36
540,Lagoa,PT,2021-01-29 20:54:54,39.05,-27.9833,59.11,76,8,11.25
541,Mayo,US,2021-01-29 20:54:54,38.8876,-76.5119,32.0,40,90,14.97
542,Kinsale,IE,2021-01-29 20:54:54,51.7075,-8.5306,46.99,100,75,14.97
543,Bagdarin,RU,2021-01-29 20:54:55,54.4333,113.6,-30.06,79,8,1.14
544,Ouallam,NE,2021-01-29 20:54:55,14.3188,2.0866,75.34,17,0,10.0
545,Whitehorse,CA,2021-01-29 20:54:55,60.7161,-135.0538,-2.2,78,75,13.8
546,Roald,NO,2021-01-29 20:50:39,62.5833,6.1333,33.8,93,90,12.66
547,Hamilton,US,2021-01-29 20:52:59,39.1834,-84.5333,34.0,55,90,1.3
548,Belaya Gora,RU,2021-01-29 20:50:19,68.5333,146.4167,-28.37,85,100,3.36
549,Suntar,RU,2021-01-29 20:54:56,62.1444,117.6319,-49.74,76,83,2.55
550,Estelle,US,2021-01-29 20:54:56,29.8458,-90.1067,59.0,62,1,4.83
551,Domokos,GR,2021-01-29 20:54:56,39.1272,22.3003,54.0,81,20,5.84
552,Mersing,MY,2021-01-29 20:54:56,2.4312,103.8405,77.0,83,98,13.8
553,Moose Factory,CA,2021-01-29 20:54:56,51.2585,-80.6094,3.2,78,90,8.05
554,Casablanca,MA,2021-01-29 20:54:57,33.5928,-7.6192,59.0,100,40,3.44
555,Charters Towers,AU,2021-01-29 20:54:57,-20.1,146.2667,72.07,81,43,5.99
556,Nhulunbuy,AU,2021-01-29 20:54:57,-12.2333,136.7667,80.6,83,49,8.05
557,Abashiri,JP,2021-01-29 20:54:57,44.0213,144.2697,28.99,84,100,5.99
558,Tourlaville,FR,2021-01-29 20:54:57,49.6383,-1.5664,48.99,93,0,8.05
559,Tahe,CN,2021-01-29 20:54:58,52.3333,124.7333,-29.83,83,100,2.64
560,Bonavista,CA,2021-01-29 20:54:58,48.6499,-53.1147,27.0,93,100,4.61
561,Funadhoo,MV,2021-01-29 20:54:58,6.15,73.2667,80.55,68,0,8.5
562,Washington,US,2021-01-29 20:54:12,47.5001,-120.5015,41.0,81,46,1.3
563,Labuhan,ID,2021-01-29 20:54:58,-6.8844,112.2051,77.76,86,100,16.15
564,Lethem,GY,2021-01-29 20:54:58,3.3803,-59.7968,88.59,46,88,10.65
565,Atbasar,KZ,2021-01-29 20:54:59,51.8,68.3333,14.59,92,0,6.42
566,Kamaishi,JP,2021-01-29 20:54:59,39.2667,141.8833,27.03,88,35,29.77
567,La Libertad,EC,2021-01-29 20:54:59,-2.2333,-80.9,84.2,79,0,10.36
568,Tura,IN,2021-01-29 20:54:59,25.5198,90.2201,55.89,53,0,1.83
569,Vidim,RU,2021-01-29 20:55:00,56.4088,103.1106,-17.72,87,100,3.91
570,Inuvik,CA,2021-01-29 20:55:00,68.3499,-133.7218,-29.2,68,6,8.05
571,Kununurra,AU,2021-01-29 20:55:00,-15.7667,128.7333,78.8,100,40,8.05
572,Takoradi,GH,2021-01-29 20:55:00,4.8845,-1.7554,79.41,85,100,5.61
573,Ban Phai,TH,2021-01-29 20:55:00,16.06,102.731,66.99,77,2,4.61
574,Pandan,PH,2021-01-29 20:55:01,14.0453,124.1694,74.19,83,100,22.55
575,Murwillumbah,AU,2021-01-29 20:50:57,-28.3167,153.4,75.99,83,75,3.44
576,Concarneau,FR,2021-01-29 20:55:01,47.875,-3.9225,50.0,100,90,13.8
577,Beeskow,DE,2021-01-29 20:55:02,52.1667,14.25,28.99,72,100,1.01
578,Carutapera,BR,2021-01-29 20:55:03,-1.195,-46.02,81.25,75,100,9.89
579,Freeport,US,2021-01-29 20:50:04,40.6576,-73.5832,27.0,36,90,18.41
580,Bedele,ET,2021-01-29 20:55:03,8.456,36.353,61.7,51,89,4.38
581,Arman,RU,2021-01-29 20:55:04,59.7,150.1667,-17.05,78,20,11.41
582,Karpathos,GR,2021-01-29 20:55:04,35.507,27.2132,60.8,72,100,13.8
583,Panlaitan,PH,2021-01-29 20:55:04,12.1191,119.8486,79.03,71,39,10.63
584,Baft,IR,2021-01-29 20:55:04,29.234,56.6057,44.02,54,25,1.63
585,San Cristobal,VE,2021-01-29 20:52:11,7.7669,-72.225,86.0,58,40,11.5
586,Kumo,NG,2021-01-29 20:55:05,10.0447,11.2122,75.45,19,0,14.16
587,Temiscaming,CA,2021-01-29 20:55:05,46.7212,-79.0971,10.4,67,100,8.05
588,Sayat,TM,2021-01-29 20:55:05,38.7839,63.8803,51.8,24,33,13.8
